DateTime,Entries,UniqueIPs
1478663796,312,312
1478685681,319,319
1478707708,295,295
1478729548,269,269
1478751430,245,245
1478773466,239,239
1478795326,205,205
1478817400,169,169
1478839454,129,129
1478861324,137,137
1478883384,173,173
1478905290,182,182
1478927331,192,192
1478949403,190,190
1478971490,210,210
1478993574,193,193
1479015651,198,198
1479037705,191,191
1479059568,180,180
1479081408,202,202
1479103267,210,211
1479125321,255,256
1479147914,311,311
1479169994,323,323
1479192023,333,333
1479214123,334,334
1479236243,337,337
1479258085,367,367
1479280112,365,365
1479301960,353,353
1479323801,331,331
1479345874,386,386
1479367975,453,453
1479390028,474,475
1479412103,517,519
1479433959,580,583
1479456114,637,640
1479478139,634,638
1479500222,598,601
1479522259,561,564
1479544383,547,550
1479566570,547,549
1479588520,502,503
1479610588,454,454
1479632514,452,453
1479654544,463,465
1479676849,510,512
1479698926,510,511
1479720999,488,489
1479743067,984,986
1479764949,1107,1109
1479786884,1134,1138
1479808912,4696,4767
1479830911,9265,9565
1479852776,12745,13264
1479874820,12796,13314
1479896673,16014,16669
1479918541,18834,19634
1479940596,18870,19671
1479962666,18917,19720
1479984519,19659,20529
1480006371,19557,20444
1480028496,16816,17507
1480050522,16849,17537
1480072373,17382,18106
1480094462,15708,16329
1480116510,15789,16415
1480138354,15828,16456
1480160433,12291,12754
1480182496,10224,10584
1480204371,12145,12594
1480226489,12159,12609
1480248527,10761,11140
1480270583,10744,11123
1480292653,10703,11080
1480314529,10787,11169
1480336589,10916,11314
1480358659,10331,10706
1480380552,7886,8168
1480402589,7784,8065
1480424490,9478,9840
1480446515,9471,9837
1480468604,9442,9802
1480490666,9423,9784
1480512535,9065,9398
1480534598,8994,9328
1480556443,8947,9282
1480578522,9010,9349
1480600607,8402,8719
1480622499,8379,8695
1480644533,8421,8738
1480666588,8383,8700
1480688692,10519,10919
1480710744,10502,10903
1480732588,10530,10932
1480754433,10563,10963
1480776528,8269,8580
1480798373,8455,8780
1480820246,8429,8754
1480842170,8887,9210
1480864127,9148,9467
1480885972,9375,9693
1480908031,9415,9733
1480929877,9974,10304
1480951818,9465,9779
1480974065,9493,9810
1480996568,9450,9767
1481018880,13393,13889
1481040894,13153,13632
1481062856,13067,13546
1481085179,13022,13501
1481108542,14822,15406
1481130908,12714,13197
1481153509,12797,13283
1481175386,12839,13326
1481197250,10525,10941
1481219099,9074,9428
1481241177,8873,9224
1481263295,8947,9300
1481285350,9830,10212
1481307415,9838,10222
1481329465,9784,10167
1481351320,9763,10147
1481373405,7288,7558
1481395457,7208,7478
1481417302,7252,7523
1481439167,7193,7461
1481461301,9375,9746
1481483346,9360,9727
1481505386,9311,9677
1481527240,9284,9650
1481549094,7518,7807
1481570992,7588,7878
1481592993,7537,7826
1481615060,7547,7836
1481636920,8233,8543
1481658766,8276,8589
1481680889,8357,8671
1481702910,8359,8672
1481724773,7130,7400
1481746857,7132,7401
1481768904,7154,7422
1481790758,7125,7393
1481812620,8489,8807
1481834665,8456,8772
1481856759,8402,8719
1481878901,9783,10122
1481900924,10058,10408
1481922768,10056,10407
1481944612,10052,10403
1481966665,10703,11071
1481988511,8044,8310
1482010370,8057,8325
1482032439,8073,8341
1482054519,7979,8239
1482076366,8482,8758
1482098219,8520,8797
1482120085,8545,8824
1482142138,11542,11966
1482164220,12771,13249
1482186293,12800,13281
1482208153,12811,13293
1482230236,13596,14181
1482252592,13743,14350
1482274608,13717,14325
1482296485,13726,14335
1482318781,13519,14101
1482340624,11752,12200
1482362974,11764,12210
1482384861,11850,12296
1482406851,10926,11353
1482428730,10440,10860
1482450742,10307,10728
1482472584,10259,10678
1482494530,10526,10944
1482516541,10487,10904
1482538615,10515,10934
1482560726,10452,10870
1482582765,10662,11079
1482604616,7550,7831
1482626677,7534,7815
1482648769,7546,7827
1482670908,8254,8572
1482692950,8242,8561
1482715002,8223,8542
1482736858,8217,8538
1482758925,6672,6943
1482780803,6752,7026
1482802824,6777,7050
1482824704,6834,7108
1482846776,6470,6731
1482868896,6503,6765
1482890941,6539,6801
1482913260,6547,6809
1482935322,9306,9676
1482957412,9209,9578
1482979472,9205,9573
1483001322,9152,9520
1483023169,8918,9277
1483045285,8981,9339
1483067310,8941,9300
1483089175,10091,10486
1483111228,6347,6575
1483133095,6350,6577
1483155155,6344,6571
1483177005,6728,6962
1483199076,6710,6930
1483221172,6731,6950
1483243300,6737,6956
1483265335,9280,9601
1483287396,11176,11588
1483309237,11195,11607
1483331318,11213,11625
1483353167,11194,11631
1483375232,9213,9565
1483397081,9205,9556
1483418924,9215,9566
1483441000,9254,9614
1483462900,9230,9587
1483484933,9248,9605
1483507013,9258,9615
1483529060,11099,11543
1483550915,9574,9947
1483572758,9563,9936
1483594828,9586,9959
1483616675,6626,6889
1483638517,6632,6895
1483660372,6645,6908
1483682498,6663,6926
1483704514,8262,8589
1483726611,7840,8149
1483748686,7856,8166
1483770740,7853,8163
1483792841,7193,7481
1483814830,7202,7491
1483836724,7204,7493
1483858583,7189,7476
1483880516,8267,8588
1483902550,8260,8581
1483924610,8216,8537
1483946685,8209,8528
1483968927,6396,6636
1483990825,6363,6604
1484012926,6364,6606
1484034883,6363,6606
1484057066,6353,6596
1484078913,6327,6570
1484100803,6307,6550
1484122858,6284,6527
1484144922,394,395
1484166773,469,472
1484188816,531,535
1484210927,736,743
1484233023,737,745
1484254889,777,785
1484276944,817,825
1484299247,865,872
1484321329,813,817
1484343169,796,800
1484365229,794,800
1484387334,636,638
1484409427,664,666
1484431295,662,665
1484453332,705,708
1484475398,693,696
1484497475,654,657
1484519572,559,562
1484541627,458,459
1484563498,402,402
1484585686,354,354
1484607702,347,347
1484629731,359,359
1484651586,369,369
1484673671,422,422
1484695737,496,498
1484717619,556,558
1484739640,560,562
1484761698,691,693
1484783579,872,876
1484805694,813,818
1484827755,6272,6514
1484849810,6313,6557
1484871901,6338,6581
1484893952,6459,6702
1484915807,7378,7669
1484937872,7394,7685
1484959720,7251,7540
1484981570,7313,7603
1485003730,6273,6509
1485025717,6267,6502
1485047569,6244,6479
1485069652,6107,6341
1485091754,6192,6431
1485113800,6102,6339
1485135873,6117,6354
1485157967,6079,6316
1485180156,8759,9106
1485202101,8765,9114
1485223949,8820,9170
1485246028,8860,9210
